"year","age"
2004,48
2004,49
2004,49
2004,50
2004,50
2004,50
2004,51
2004,52
2004,52
2004,52
2004,52
2004,52
2004,53
2004,54
2004,54
2004,54
2004,54
2004,54
2004,55
2004,55
2004,55
2004,55
2004,55
2004,55
2004,55
2004,55
2004,55
2004,55
2004,56
2004,56
2004,56
2004,56
2004,57
2004,57
2004,57
2004,57
2004,58
2004,58
2004,58
2004,59
2004,59
2004,59
2004,60
2004,60
2004,61
2004,61
2004,62
2004,62
2004,62
2004,62
2004,62
2004,63
2004,63
2004,63
2004,63
2004,63
2004,63
2004,64
2004,64
2004,64
2004,65
2004,65
2004,65
2004,65
2004,65
2004,66
2004,66
2004,66
2004,66
2004,67
2004,67
2004,68
2004,68
2004,68
2004,68
2004,68
2004,68
2004,69
2004,69
2004,69
2004,69
2004,69
2004,69
2004,69
2004,69
2004,69
2004,70
2004,70
2004,70
2004,70
2004,71
2004,71
2004,71
2004,71
2004,72
2004,72
2004,72
2004,72
2004,72
2004,72
2004,73
2004,73
2004,73
2004,73
2004,73
2004,74
2004,74
2004,74
2004,74
2004,74
2004,75
2004,75
2004,75
2004,75
2004,75
2004,75
2004,75
2004,75
2004,76
2004,76
2004,76
2004,76
2004,76
2004,76
2004,76
2004,76
2004,77
2004,77
2004,77
2004,77
2004,77
2004,78
2004,78
2004,78
2004,78
2004,78
2004,78
2004,78
2004,79
2004,79
2004,79
2004,79
2004,79
2004,79
2004,79
2004,79
2004,79
2004,80
2004,80
2004,80
2004,80
2004,80
2004,80
2004,80
2004,81
2004,81
2004,81
2004,81
2004,81
2004,81
2004,81
2004,81
2004,82
2004,82
2004,82
2004,82
2004,82
2004,82
2004,83
2004,83
2004,83
2004,83
2004,83
2004,83
2004,83
2004,83
2004,83
2004,83
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,84
2004,85
2004,85
2004,85
2004,85
2004,85
2004,85
2004,86
2004,86
2004,86
2004,86
2004,86
2004,86
2004,86
2004,87
2004,87
2004,87
2004,87
2004,87
2004,87
2004,87
2004,87
2004,88
2004,88
2004,88
2004,88
2004,89
2004,89
2004,89
2004,89
2004,89
2004,89
2004,90
2004,90
2004,90
2004,90
2004,90
2004,91
2004,91
2004,91
2004,91
2004,92
2004,92
2004,92
2004,93
2004,93
2004,93
2004,94
2004,95
2004,95
2004,95
2004,96
2004,96
2004,96
2004,96
2005,0
2005,1
2005,1
2005,2
2005,2
2005,3
2005,4
2005,5
2005,7
2005,7
2005,10
2005,13
2005,13
2005,14
2005,16
2005,18
2005,21
2005,21
2005,25
2005,27
2005,28
2005,31
2005,33
2005,34
2005,35
2005,37
2005,37
2005,37
2005,38
2005,38
2005,38
2005,39
2005,40
2005,40
2005,40
2005,42
2005,44
2005,45
2005,45
2005,46
2005,48
2005,48
2005,48
2005,49
2005,49
2005,49
2005,50
2005,51
2005,51
2005,52
2005,52
2005,53
2005,53
2005,53
2005,53
2005,53
2005,54
2005,54
2005,54
2005,55
2005,56
2005,56
2005,56
2005,56
2005,56
2005,58
2005,59
2005,59
2005,59
2005,59
2005,59
2005,60
2005,60
2005,60
2005,61
2005,61
2005,61
2005,61
2005,61
2005,62
2005,62
2005,62
2005,62
2005,63
2005,63
2005,63
2005,63
2005,63
2005,63
2005,64
2005,64
2005,64
2005,64
2005,64
2005,64
2005,64
2005,65
2005,65
2005,65
2005,66
2005,66
2005,66
2005,66
2005,67
2005,67
2005,67
2005,67
2005,67
2005,67
2005,67
2005,68
2005,68
2005,68
2005,68
2005,68
2005,68
2005,68
2005,68
2005,69
2005,69
2005,69
2005,69
2005,69
2005,69
2005,70
2005,70
2005,70
2005,70
2005,70
2005,70
2005,70
2005,70
2005,70
2005,71
2005,71
2005,71
2005,71
2005,71
2005,72
2005,72
2005,72
2005,72
2005,72
2005,72
2005,72
2005,73
2005,73
2005,73
2005,73
2005,73
2005,73
2005,73
2005,74
2005,74
2005,74
2005,74
2005,74
2005,74
2005,74
2005,74
2005,75
2005,75
2005,75
2005,75
2005,75
2005,75
2005,75
2005,75
2005,75
2005,75
2005,75
2005,75
2005,76
2005,76
2005,76
2005,76
2005,76
2005,76
2005,76
2005,76
2005,76
2005,77
2005,77
2005,77
2005,77
2005,77
2005,77
2005,77
2005,78
2005,78
2005,78
2005,78
2005,78
2005,78
2005,79
2005,79
2005,79
2005,79
2005,79
2005,79
2005,79
2005,79
2005,79
2005,79
2005,79
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,80
2005,81
2005,81
2005,81
2005,81
2005,81
2005,82
2005,82
2005,82
2005,82
2005,82
2005,82
2005,82
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,83
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,84
2005,85
2005,85
2005,85
2005,85
2005,85
2005,85
2005,85
2005,85
2005,85
2005,85
2005,85
2005,86
2005,86
2005,86
2005,86
2005,86
2005,86
2005,86
2005,86
2005,86
2005,86
2005,86
2005,86
2005,86
2005,86
2005,87
2005,87
2005,87
2005,87
2005,87
2005,87
2005,87
2005,87
2005,88
2005,88
2005,88
2005,88
2005,88
2005,88
2005,88
2005,88
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,89
2005,90
2005,90
2005,90
2005,90
2005,90
2005,90
2005,90
2005,90
2005,91
2005,91
2005,91
2005,91
2005,91
2005,92
2005,92
2005,92
2005,92
2005,93
2005,93
2005,94
2005,94
2005,95
2005,95
2005,95
2005,95
2005,97
2005,97
2005,97
2005,97
2005,97
2005,97
2005,98
2005,99
2005,99
2005,99
2005,100
2005,100
2005,102
2006,3
2006,10
2006,13
2006,14
2006,20
2006,20
2006,21
2006,23
2006,24
2006,27
2006,29
2006,30
2006,30
2006,31
2006,32
2006,32
2006,33
2006,33
2006,34
2006,34
2006,34
2006,34
2006,36
2006,37
2006,38
2006,38
2006,38
2006,38
2006,38
2006,39
2006,40
2006,40
2006,42
2006,42
2006,43
2006,43
2006,43
2006,44
2006,45
2006,46
2006,46
2006,46
2006,46
2006,46
2006,47
2006,47
2006,48
2006,48
2006,48
2006,49
2006,49
2006,49
2006,50
2006,50
2006,50
2006,50
2006,51
2006,52
2006,52
2006,53
2006,53
2006,53
2006,54
2006,54
2006,54
2006,55
2006,55
2006,55
2006,55
2006,56
2006,57
2006,57
2006,57
2006,57
2006,57
2006,57
2006,57
2006,58
2006,58
2006,58
2006,58
2006,58
2006,58
2006,58
2006,59
2006,59
2006,59
2006,59
2006,59
2006,60
2006,60
2006,60
2006,61
2006,61
2006,62
2006,62
2006,62
2006,62
2006,62
2006,62
2006,63
2006,63
2006,63
2006,63
2006,63
2006,63
2006,64
2006,64
2006,64
2006,64
2006,64
2006,65
2006,65
2006,65
2006,66
2006,66
2006,67
2006,67
2006,67
2006,67
2006,67
2006,68
2006,68
2006,68
2006,69
2006,69
2006,69
2006,69
2006,69
2006,70
2006,70
2006,71
2006,71
2006,71
2006,71
2006,72
2006,72
2006,72
2006,73
2006,73
2006,73
2006,73
2006,73
2006,73
2006,73
2006,73
2006,73
2006,74
2006,74
2006,74
2006,74
2006,74
2006,75
2006,75
2006,75
2006,75
2006,75
2006,75
2006,76
2006,76
2006,76
2006,76
2006,76
2006,76
2006,76
2006,76
2006,76
2006,76
2006,77
2006,77
2006,77
2006,77
2006,77
2006,77
2006,77
2006,77
2006,78
2006,78
2006,78
2006,78
2006,78
2006,78
2006,78
2006,78
2006,78
2006,79
2006,79
2006,79
2006,79
2006,79
2006,79
2006,79
2006,79
2006,79
2006,80
2006,80
2006,80
2006,80
2006,80
2006,80
2006,80
2006,80
2006,80
2006,80
2006,80
2006,80
2006,80
2006,80
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,81
2006,82
2006,82
2006,82
2006,82
2006,82
2006,82
2006,82
2006,82
2006,82
2006,82
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,83
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,84
2006,85
2006,85
2006,85
2006,85
2006,85
2006,85
2006,85
2006,86
2006,86
2006,86
2006,86
2006,86
2006,86
2006,86
2006,87
2006,87
2006,87
2006,87
2006,87
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,88
2006,89
2006,89
2006,89
2006,89
2006,89
2006,89
2006,89
2006,89
2006,89
2006,89
2006,89
2006,90
2006,90
2006,90
2006,90
2006,90
2006,90
2006,90
2006,91
2006,91
2006,91
2006,91
2006,91
2006,91
2006,91
2006,92
2006,92
2006,92
2006,92
2006,92
2006,92
2006,92
2006,92
2006,92
2006,93
2006,93
2006,93
2006,94
2006,94
2006,94
2006,94
2006,95
2006,96
2006,96
2006,97
2006,98
2006,98
2006,98
2006,104
2006,110
2007,1
2007,2
2007,2
2007,3
2007,3
2007,6
2007,7
2007,7
2007,8
2007,8
2007,17
2007,21
2007,25
2007,27
2007,27
2007,27
2007,28
2007,28
2007,29
2007,31
2007,33
2007,33
2007,33
2007,33
2007,35
2007,35
2007,37
2007,37
2007,38
2007,38
2007,38
2007,38
2007,38
2007,38
2007,40
2007,42
2007,42
2007,42
2007,43
2007,43
2007,43
2007,44
2007,44
2007,46
2007,46
2007,48
2007,49
2007,49
2007,49
2007,50
2007,50
2007,50
2007,50
2007,51
2007,51
2007,51
2007,51
2007,51
2007,52
2007,52
2007,52
2007,52
2007,52
2007,52
2007,52
2007,52
2007,52
2007,53
2007,53
2007,54
2007,54
2007,54
2007,55
2007,55
2007,56
2007,56
2007,56
2007,56
2007,56
2007,56
2007,56
2007,57
2007,57
2007,57
2007,57
2007,57
2007,58
2007,58
2007,59
2007,59
2007,59
2007,59
2007,59
2007,60
2007,60
2007,60
2007,60
2007,61
2007,61
2007,62
2007,62
2007,62
2007,62
2007,63
2007,63
2007,63
2007,64
2007,64
2007,64
2007,64
2007,64
2007,64
2007,64
2007,65
2007,65
2007,65
2007,65
2007,66
2007,66
2007,66
2007,66
2007,66
2007,67
2007,67
2007,67
2007,67
2007,67
2007,67
2007,67
2007,67
2007,68
2007,68
2007,68
2007,68
2007,68
2007,68
2007,68
2007,68
2007,68
2007,68
2007,69
2007,69
2007,69
2007,69
2007,69
2007,70
2007,70
2007,70
2007,70
2007,70
2007,71
2007,71
2007,71
2007,71
2007,71
2007,71
2007,71
2007,71
2007,71
2007,72
2007,72
2007,72
2007,72
2007,72
2007,72
2007,72
2007,72
2007,72
2007,72
2007,73
2007,73
2007,73
2007,73
2007,73
2007,73
2007,73
2007,74
2007,74
2007,74
2007,74
2007,74
2007,74
2007,74
2007,74
2007,74
2007,75
2007,75
2007,75
2007,75
2007,75
2007,75
2007,76
2007,76
2007,76
2007,76
2007,76
2007,76
2007,77
2007,77
2007,77
2007,77
2007,77
2007,77
2007,77
2007,77
2007,77
2007,77
2007,77
2007,77
2007,77
2007,78
2007,78
2007,78
2007,78
2007,78
2007,78
2007,78
2007,78
2007,78
2007,78
2007,78
2007,78
2007,78
2007,79
2007,79
2007,79
2007,79
2007,79
2007,79
2007,79
2007,79
2007,79
2007,79
2007,79
2007,80
2007,80
2007,80
2007,80
2007,80
2007,80
2007,80
2007,80
2007,80
2007,80
2007,80
2007,80
2007,80
2007,81
2007,81
2007,81
2007,81
2007,81
2007,81
2007,81
2007,81
2007,81
2007,81
2007,81
2007,81
2007,82
2007,82
2007,82
2007,82
2007,82
2007,82
2007,83
2007,83
2007,83
2007,83
2007,83
2007,83
2007,83
2007,83
2007,83
2007,83
2007,83
2007,84
2007,84
2007,84
2007,84
2007,84
2007,84
2007,84
2007,84
2007,84
2007,84
2007,84
2007,84
2007,84
2007,84
2007,85
2007,85
2007,85
2007,85
2007,85
2007,85
2007,85
2007,85
2007,85
2007,85
2007,85
2007,85
2007,86
2007,86
2007,86
2007,86
2007,86
2007,86
2007,86
2007,87
2007,87
2007,87
2007,87
2007,87
2007,87
2007,87
2007,87
2007,87
2007,87
2007,87
2007,87
2007,87
2007,88
2007,88
2007,88
2007,88
2007,88
2007,88
2007,88
2007,88
2007,89
2007,89
2007,89
2007,89
2007,89
2007,89
2007,89
2007,89
2007,90
2007,90
2007,90
2007,90
2007,90
2007,90
2007,91
2007,91
2007,91
2007,91
2007,91
2007,91
2007,91
2007,91
2007,92
2007,92
2007,92
2007,92
2007,92
2007,92
2007,92
2007,92
2007,92
2007,93
2007,93
2007,95
2007,95
2007,95
2007,95
2007,96
2007,96
2007,96
2007,97
2007,97
2007,99
2007,99
2008,2
2008,2
2008,3
2008,3
2008,3
2008,5
2008,8
2008,11
2008,21
2008,21
2008,24
2008,25
2008,26
2008,27
2008,28
2008,29
2008,32
2008,33
2008,34
2008,34
2008,34
2008,36
2008,36
2008,37
2008,37
2008,38
2008,40
2008,40
2008,41
2008,41
2008,41
2008,41
2008,43
2008,43
2008,43
2008,45
2008,45
2008,46
2008,46
2008,47
2008,48
2008,48
2008,48
2008,48
2008,49
2008,49
2008,51
2008,51
2008,52
2008,52
2008,52
2008,53
2008,53
2008,53
2008,53
2008,53
2008,53
2008,54
2008,54
2008,54
2008,54
2008,54
2008,54
2008,54
2008,55
2008,55
2008,55
2008,56
2008,56
2008,57
2008,57
2008,58
2008,58
2008,58
2008,58
2008,58
2008,58
2008,58
2008,58
2008,58
2008,59
2008,59
2008,59
2008,60
2008,60
2008,60
2008,60
2008,61
2008,61
2008,61
2008,61
2008,61
2008,61
2008,61
2008,61
2008,62
2008,62
2008,62
2008,62
2008,62
2008,62
2008,62
2008,62
2008,63
2008,63
2008,63
2008,63
2008,63
2008,63
2008,63
2008,63
2008,63
2008,63
2008,63
2008,64
2008,64
2008,64
2008,65
2008,65
2008,65
2008,65
2008,65
2008,65
2008,65
2008,66
2008,66
2008,66
2008,66
2008,66
2008,66
2008,66
2008,67
2008,67
2008,67
2008,67
2008,67
2008,67
2008,67
2008,67
2008,68
2008,68
2008,68
2008,68
2008,69
2008,69
2008,69
2008,69
2008,69
2008,69
2008,69
2008,69
2008,69
2008,69
2008,69
2008,70
2008,70
2008,70
2008,70
2008,70
2008,70
2008,71
2008,71
2008,71
2008,71
2008,72
2008,72
2008,72
2008,72
2008,72
2008,72
2008,72
2008,73
2008,73
2008,73
2008,73
2008,73
2008,73
2008,74
2008,74
2008,74
2008,74
2008,74
2008,74
2008,74
2008,74
2008,74
2008,75
2008,75
2008,75
2008,75
2008,75
2008,75
2008,75
2008,75
2008,75
2008,75
2008,76
2008,76
2008,76
2008,76
2008,76
2008,76
2008,76
2008,77
2008,77
2008,77
2008,77
2008,77
2008,77
2008,77
2008,77
2008,77
2008,77
2008,77
2008,77
2008,77
2008,78
2008,78
2008,78
2008,78
2008,78
2008,78
2008,78
2008,78
2008,78
2008,78
2008,78
2008,78
2008,78
2008,78
2008,79
2008,79
2008,79
2008,79
2008,79
2008,79
2008,79
2008,79
2008,79
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,80
2008,81
2008,81
2008,81
2008,81
2008,81
2008,81
2008,81
2008,81
2008,81
2008,81
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,82
2008,83
2008,83
2008,83
2008,83
2008,83
2008,83
2008,83
2008,83
2008,83
2008,83
2008,83
2008,83
2008,83
2008,84
2008,84
2008,84
2008,84
2008,84
2008,84
2008,84
2008,84
2008,84
2008,84
2008,84
2008,84
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,85
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,86
2008,87
2008,87
2008,87
2008,87
2008,87
2008,87
2008,87
2008,87
2008,87
2008,87
2008,87
2008,87
2008,87
2008,88
2008,88
2008,88
2008,88
2008,88
2008,88
2008,88
2008,88
2008,88
2008,89
2008,89
2008,89
2008,89
2008,89
2008,89
2008,89
2008,89
2008,90
2008,90
2008,90
2008,90
2008,90
2008,90
2008,90
2008,90
2008,90
2008,91
2008,91
2008,91
2008,91
2008,91
2008,91
2008,91
2008,91
2008,91
2008,91
2008,91
2008,92
2008,92
2008,92
2008,92
2008,92
2008,92
2008,92
2008,92
2008,92
2008,92
2008,93
2008,93
2008,93
2008,93
2008,94
2008,94
2008,94
2008,94
2008,95
2008,95
2008,95
2008,96
2008,97
2008,97
2008,98
2008,98
2008,99
2008,99
2008,100
2008,103
2008,105
2009,0
2009,3
2009,4
2009,5
2009,5
2009,7
2009,7
2009,15
2009,19
2009,21
2009,22
2009,25
2009,26
2009,26
2009,30
2009,30
2009,30
2009,30
2009,32
2009,32
2009,34
2009,34
2009,35
2009,35
2009,37
2009,38
2009,38
2009,38
2009,39
2009,39
2009,40
2009,41
2009,41
2009,41
2009,42
2009,42
2009,43
2009,44
2009,44
2009,45
2009,45
2009,45
2009,46
2009,46
2009,46
2009,47
2009,47
2009,48
2009,48
2009,49
2009,49
2009,49
2009,49
2009,49
2009,50
2009,50
2009,50
2009,50
2009,50
2009,50
2009,50
2009,51
2009,52
2009,52
2009,52
2009,53
2009,53
2009,53
2009,53
2009,54
2009,54
2009,54
2009,54
2009,54
2009,54
2009,54
2009,54
2009,55
2009,55
2009,55
2009,55
2009,56
2009,56
2009,56
2009,56
2009,57
2009,57
2009,57
2009,57
2009,57
2009,57
2009,58
2009,58
2009,58
2009,58
2009,58
2009,58
2009,58
2009,58
2009,58
2009,59
2009,59
2009,59
2009,59
2009,60
2009,60
2009,60
2009,60
2009,60
2009,60
2009,61
2009,61
2009,61
2009,62
2009,62
2009,62
2009,62
2009,62
2009,62
2009,62
2009,62
2009,63
2009,63
2009,63
2009,63
2009,63
2009,63
2009,63
2009,64
2009,64
2009,64
2009,64
2009,64
2009,64
2009,64
2009,64
2009,64
2009,64
2009,64
2009,64
2009,65
2009,65
2009,65
2009,65
2009,66
2009,66
2009,66
2009,66
2009,66
2009,66
2009,66
2009,66
2009,67
2009,67
2009,67
2009,67
2009,67
2009,67
2009,67
2009,67
2009,68
2009,68
2009,68
2009,68
2009,68
2009,68
2009,68
2009,68
2009,68
2009,69
2009,69
2009,69
2009,69
2009,69
2009,69
2009,69
2009,69
2009,69
2009,69
2009,69
2009,70
2009,70
2009,70
2009,70
2009,70
2009,70
2009,70
2009,70
2009,70
2009,70
2009,70
2009,71
2009,71
2009,71
2009,71
2009,71
2009,71
2009,71
2009,71
2009,71
2009,72
2009,72
2009,72
2009,72
2009,72
2009,72
2009,72
2009,72
2009,72
2009,72
2009,72
2009,72
2009,73
2009,73
2009,73
2009,73
2009,73
2009,73
2009,74
2009,74
2009,74
2009,74
2009,74
2009,75
2009,75
2009,75
2009,75
2009,75
2009,75
2009,75
2009,75
2009,75
2009,75
2009,75
2009,75
2009,75
2009,76
2009,76
2009,76
2009,76
2009,76
2009,76
2009,76
2009,76
2009,76
2009,76
2009,76
2009,76
2009,76
2009,76
2009,76
2009,77
2009,77
2009,77
2009,77
2009,77
2009,77
2009,77
2009,77
2009,78
2009,78
2009,78
2009,78
2009,78
2009,78
2009,78
2009,78
2009,78
2009,78
2009,78
2009,78
2009,79
2009,79
2009,79
2009,79
2009,79
2009,79
2009,79
2009,79
2009,80
2009,80
2009,80
2009,80
2009,80
2009,80
2009,80
2009,80
2009,80
2009,80
2009,80
2009,80
2009,80
2009,81
2009,81
2009,81
2009,81
2009,81
2009,81
2009,81
2009,81
2009,81
2009,81
2009,81
2009,82
2009,82
2009,82
2009,82
2009,82
2009,82
2009,82
2009,82
2009,82
2009,82
2009,82
2009,82
2009,82
2009,82
2009,82
2009,82
2009,83
2009,83
2009,83
2009,83
2009,83
2009,83
2009,83
2009,83
2009,83
2009,84
2009,84
2009,84
2009,84
2009,84
2009,84
2009,84
2009,84
2009,84
2009,84
2009,84
2009,84
2009,84
2009,85
2009,85
2009,85
2009,85
2009,85
2009,85
2009,85
2009,85
2009,86
